complaint_id,student_id,hostel_id,complaint_text,category,subcategory,priority,ai_suggestion,status
CMP-2025-4476,STU-110,HST-050,Roommate has guests late at night.,Roommate Issue,Personal Space,Low,Mediate between roommates; offer room change if needed.,Resolved
CMP-2024-8715,STU-047,HST-001,Warden doesn't listen to complaints.,Staff Behavior,Security,High,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2026-7076,STU-007,HST-048,My roommate never cleans his side.,Roommate Issue,Cleanliness,Medium,Mediate between roommates; offer room change if needed.,Resolved
CMP-2025-3161,STU-159,HST-034,Oil used in cooking seems reused.,Food Quality,Spoilage/Poisoning,Medium,Inspect kitchen and food storage; check hygiene.,Resolved
CMP-2024-9179,STU-002,HST-069,Rats in the kitchen area.,Cleanliness,Common Area,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2026-6128,STU-110,HST-055,My phone went missing from study room.,Safety/Security,CCTV Issue,Medium,Investigate immediately; if serious call police.,Resolved
CMP-2025-1871,STU-115,HST-044,Staff enters room without knocking.,Staff Behavior,Cook,Low,Counsel the staff member; involve owner if repeated.,Acknowledged
CMP-2025-8150,STU-103,HST-037,Students shouting late at night in common room.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2026-3425,STU-100,HST-059,Room not cleaned for 5 days.,Cleanliness,Pest Control,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2025-4479,STU-127,HST-066,Dustbins overflowing near corridor.,Cleanliness,Common Area,Low,Schedule housekeeping to clean the area immediately.,In Progress
CMP-2024-6384,STU-068,HST-034,Water leakage from ceiling during rain.,Maintenance,Door/Window,High,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2025-3519,STU-048,HST-045,AC not cooling properly in Room 302.,Maintenance,AC,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-8423,STU-057,HST-016,"Fan regulator broken, fan running at full speed.",Maintenance,Plumbing,Medium,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-9964,STU-181,HST-047,Roommate smokes in the room.,Roommate Issue,Noise,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-1336,STU-109,HST-021,Canteen staff not serving on time.,Staff Behavior,Warden,Low,Counsel the staff member; involve owner if repeated.,In Progress
CMP-2025-6080,STU-041,HST-051,TV volume too high in lounge.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2025-5398,STU-007,HST-071,"Dal has a weird smell, looks old.",Food Quality,Hygiene,Medium,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2024-9410,STU-016,HST-021,Canteen staff not serving on time.,Staff Behavior,Warden,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-8671,STU-098,HST-022,Roommate smokes in the room.,Roommate Issue,Personal Space,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-9570,STU-076,HST-012,Warden threatened to fine for a minor rule.,Staff Behavior,Warden,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-2548,STU-033,HST-010,Warden is very rude when approached.,Staff Behavior,Cleaner,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2024-8583,STU-152,HST-059,Admin added maintenance fee without notice.,Billing/Payment Dispute,Unexpected Fee,High,Review charges with account; provide receipt.,Submitted
CMP-2026-8454,STU-148,HST-066,Hair found in food twice this week.,Food Quality,Taste,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2026-5248,STU-118,HST-026,Admin added maintenance fee without notice.,Billing/Payment Dispute,Unexpected Fee,High,Review charges with account; provide receipt.,In Progress
CMP-2025-8539,STU-106,HST-023,Rats in the kitchen area.,Cleanliness,Pest Control,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-1227,STU-162,HST-058,Warden doesn't listen to complaints.,Staff Behavior,Security,Low,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2024-8139,STU-140,HST-043,Students shouting late at night in common room.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-3497,STU-154,HST-004,I want to change my room.,Other,Suggestion,Low,Review student request and respond within 48 hours.,Submitted
CMP-2025-1834,STU-135,HST-015,Warden asking for extra money for repairs.,Billing/Payment Dispute,Deposit Refund,High,Review charges with account; provide receipt.,Submitted
CMP-2026-5764,STU-101,HST-055,Roommate has guests late at night.,Roommate Issue,Cleanliness,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-4799,STU-168,HST-031,"Geyser not working, no hot water.",Maintenance,Furniture,Low,Assign technician to fix the issue within 24 hours.,Resolved
CMP-2026-7834,STU-006,HST-071,Water not coming in bathroom since since yesterday.,Maintenance,Door/Window,Medium,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-8688,STU-191,HST-039,Warden asking for extra money for repairs.,Billing/Payment Dispute,Overcharging,High,Review charges with account; provide receipt.,Submitted
CMP-2026-8675,STU-101,HST-040,Roommate smokes in the room.,Roommate Issue,Personal Space,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-4394,STU-122,HST-023,Hair found in food twice this week.,Food Quality,Hygiene,Low,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2025-9089,STU-062,HST-049,Emergency exit blocked with boxes.,Safety/Security,Theft,High,Investigate immediately; if serious call police.,Submitted
CMP-2026-3598,STU-024,HST-054,Security guard often missing after 10 PM.,Safety/Security,Unauthorized Entry,High,Investigate immediately; if serious call police.,Submitted
CMP-2024-8968,STU-184,HST-051,"Dal has a weird smell, looks old.",Food Quality,Spoilage/Poisoning,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2026-2706,STU-114,HST-043,Feeling unsafe due to unverified visitors.,Safety/Security,CCTV Issue,Medium,Investigate immediately; if serious call police.,In Progress
CMP-2024-1687,STU-095,HST-030,"Fan regulator broken, fan running at full speed.",Maintenance,Furniture,Medium,Assign technician to fix the issue within 24 hours.,In Progress
CMP-2025-9288,STU-035,HST-050,Need permission to keep a bicycle inside.,Other,General,Medium,Review student request and respond within 48 hours.,Submitted
CMP-2024-8194,STU-182,HST-068,Security deposit not refunded after leaving.,Billing/Payment Dispute,Unexpected Fee,Medium,Review charges with account; provide receipt.,Submitted
CMP-2025-7799,STU-157,HST-013,Security guard uses offensive language.,Staff Behavior,Warden,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-8516,STU-049,HST-046,My stuff used without asking.,Roommate Issue,Noise,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-2389,STU-163,HST-064,Curfew time is too early for exam preparation.,Other,Room Change,Low,Review student request and respond within 48 hours.,Submitted
CMP-2026-3473,STU-104,HST-068,Roommate uses my phone charger without permission.,Roommate Issue,Guests,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-6139,STU-197,HST-005,Cupboard door off its hinges.,Maintenance,Other Maintenance,Low,Assign technician to fix the issue within 24 hours.,In Progress
CMP-2024-9919,STU-188,HST-027,Roommate brings food and leaves plates for days.,Roommate Issue,Cleanliness,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-3064,STU-075,HST-070,Double charged for this month's rent.,Billing/Payment Dispute,Unexpected Fee,High,Review charges with account; provide receipt.,Submitted
CMP-2026-3621,STU-037,HST-066,Internet quota exhausted too quickly.,Other,Room Change,Medium,Review student request and respond within 48 hours.,Submitted
CMP-2025-9278,STU-019,HST-030,Cupboard door off its hinges.,Maintenance,Plumbing,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2026-3043,STU-019,HST-014,Bathroom mirror and sink are never cleaned.,Cleanliness,Room Cleaning,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2026-9737,STU-093,HST-063,Charged for electricity even though it's included.,Billing/Payment Dispute,Deposit Refund,Low,Review charges with account; provide receipt.,Resolved
CMP-2026-5057,STU-134,HST-001,"Party in neighboring room, can't sleep.",Noise/Disturbance,Roommate Noise,Low,Warn the noisy party and enforce quiet hours.,In Progress
CMP-2025-7751,STU-181,HST-039,Rats in the kitchen area.,Cleanliness,Common Area,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2026-9622,STU-119,HST-024,Room not cleaned for 4 days.,Cleanliness,Room Cleaning,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2025-7830,STU-070,HST-066,Warden doesn't listen to complaints.,Staff Behavior,Security,Low,Counsel the staff member; involve owner if repeated.,Acknowledged
CMP-2026-2934,STU-050,HST-012,Fruit provided is rotten.,Food Quality,Taste,High,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2024-7694,STU-158,HST-051,People running and stomping upstairs.,Noise/Disturbance,Roommate Noise,Low,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2025-7135,STU-056,HST-063,Bathroom mirror and sink are never cleaned.,Cleanliness,Room Cleaning,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2025-5644,STU-192,HST-039,Emergency exit blocked with boxes.,Safety/Security,CCTV Issue,Medium,Investigate immediately; if serious call police.,Submitted
CMP-2025-8883,STU-172,HST-058,People running and stomping upstairs.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,In Progress
CMP-2026-8551,STU-105,HST-047,Feeling unsafe due to unverified visitors.,Safety/Security,Security Guard,High,Investigate immediately; if serious call police.,Submitted
CMP-2026-7711,STU-129,HST-070,Warden asking for extra money for repairs.,Billing/Payment Dispute,Unexpected Fee,High,Review charges with account; provide receipt.,Acknowledged
CMP-2026-5544,STU-111,HST-043,Canteen staff not serving on time.,Staff Behavior,Cook,Low,Counsel the staff member; involve owner if repeated.,In Progress
CMP-2026-2395,STU-042,HST-020,Room not cleaned for 3 days.,Cleanliness,Bathroom,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-2970,STU-153,HST-025,Students shouting late at night in common room.,Noise/Disturbance,External Noise,Low,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2026-8278,STU-004,HST-074,Curfew time is too early for exam preparation.,Other,Suggestion,Low,Review student request and respond within 48 hours.,In Progress
CMP-2025-3957,STU-194,HST-015,"Floor has sticky stains, not mopped properly.",Cleanliness,Common Area,Low,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-5675,STU-196,HST-029,Staff enters room without knocking.,Staff Behavior,Warden,High,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2024-6329,STU-002,HST-047,Food is cold when served.,Food Quality,Taste,Low,Inspect kitchen and food storage; check hygiene.,Acknowledged
CMP-2025-5225,STU-055,HST-053,Lunch rice was spoiled yesterday.,Food Quality,Spoilage/Poisoning,Medium,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2026-7308,STU-144,HST-062,Warden is very rude when approached.,Staff Behavior,Warden,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-4829,STU-036,HST-041,Room not cleaned for 5 days.,Cleanliness,Common Area,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-5990,STU-181,HST-067,Cupboard door off its hinges.,Maintenance,AC,High,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-9806,STU-130,HST-063,Cook refuses to serve extra roti.,Staff Behavior,Security,Medium,Counsel the staff member; involve owner if repeated.,Resolved
CMP-2024-1985,STU-022,HST-059,Warden is very rude when approached.,Staff Behavior,Security,Medium,Counsel the staff member; involve owner if repeated.,Resolved
CMP-2024-3644,STU-128,HST-048,Admin added maintenance fee without notice.,Billing/Payment Dispute,Deposit Refund,Medium,Review charges with account; provide receipt.,Submitted
CMP-2025-8077,STU-003,HST-007,Request for a separate study table.,Other,General,Low,Review student request and respond within 48 hours.,In Progress
CMP-2025-5029,STU-101,HST-053,Door banging repeatedly.,Noise/Disturbance,External Noise,Low,Warn the noisy party and enforce quiet hours.,In Progress
CMP-2026-1033,STU-019,HST-037,Roommate smokes in the room.,Roommate Issue,Guests,High,Mediate between roommates; offer room change if needed.,Acknowledged
CMP-2025-9816,STU-185,HST-014,Charged for electricity even though it's included.,Billing/Payment Dispute,Overcharging,Low,Review charges with account; provide receipt.,In Progress
CMP-2025-6864,STU-070,HST-048,Rats in the kitchen area.,Cleanliness,Room Cleaning,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-1324,STU-180,HST-068,Warden is very rude when approached.,Staff Behavior,Cook,Low,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-6947,STU-108,HST-073,Security guard often missing after 10 PM.,Safety/Security,CCTV Issue,Medium,Investigate immediately; if serious call police.,Submitted
CMP-2024-5544,STU-144,HST-050,"Fan regulator broken, fan running at full speed.",Maintenance,AC,Low,Assign technician to fix the issue within 24 hours.,Acknowledged
CMP-2024-2070,STU-094,HST-002,Need permission to keep a bicycle inside.,Other,Curfew,Low,Review student request and respond within 48 hours.,Acknowledged
CMP-2025-4143,STU-180,HST-051,Bread/chapati are undercooked.,Food Quality,Spoilage/Poisoning,Low,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2025-1849,STU-056,HST-050,Cupboard door off its hinges.,Maintenance,Other Maintenance,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-4678,STU-032,HST-059,Roommate uses my phone charger without permission.,Roommate Issue,Personal Space,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-1415,STU-050,HST-012,"Geyser not working, no hot water.",Maintenance,AC,High,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2026-2584,STU-152,HST-075,TV volume too high in lounge.,Noise/Disturbance,External Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2025-4905,STU-105,HST-057,"Geyser not working, no hot water.",Maintenance,Furniture,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-8314,STU-072,HST-015,Constant arguments with roommate.,Roommate Issue,Cleanliness,Low,Mediate between roommates; offer room change if needed.,Acknowledged
CMP-2024-2015,STU-184,HST-066,Room not cleaned for 3 days.,Cleanliness,Room Cleaning,Low,Schedule housekeeping to clean the area immediately.,Acknowledged
CMP-2025-7249,STU-177,HST-036,Admin added maintenance fee without notice.,Billing/Payment Dispute,Overcharging,Medium,Review charges with account; provide receipt.,Submitted
CMP-2025-2659,STU-097,HST-013,Canteen staff not serving on time.,Staff Behavior,Warden,High,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2026-2106,STU-058,HST-018,Roommate's friends hang out in our room all the time.,Roommate Issue,Cleanliness,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-4046,STU-081,HST-039,Construction noise from next building all day.,Noise/Disturbance,External Noise,Medium,Warn the noisy party and enforce quiet hours.,In Progress
CMP-2026-6861,STU-078,HST-072,Students shouting late at night in common room.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-9481,STU-111,HST-060,CCTV camera not working near entrance.,Safety/Security,Unauthorized Entry,High,Investigate immediately; if serious call police.,Submitted
CMP-2024-4297,STU-107,HST-016,Very little chicken/vegetables served.,Food Quality,Spoilage/Poisoning,Medium,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2026-6499,STU-078,HST-065,Cockroaches in Room 344.,Cleanliness,Common Area,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2025-4594,STU-086,HST-072,Feeling unsafe due to unverified visitors.,Safety/Security,Security Guard,Medium,Investigate immediately; if serious call police.,Resolved
CMP-2025-7158,STU-075,HST-069,"Window latch broken, cannot close properly.",Maintenance,Other Maintenance,High,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-3333,STU-188,HST-029,Construction noise from next building all day.,Noise/Disturbance,Roommate Noise,High,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2025-3853,STU-172,HST-069,Security guard often missing after 10 PM.,Safety/Security,Security Guard,Low,Investigate immediately; if serious call police.,Submitted
CMP-2025-2657,STU-189,HST-033,Construction noise from next building all day.,Noise/Disturbance,Roommate Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2025-4934,STU-192,HST-067,Light bulb fused in corridor near Room 295.,Maintenance,Other Maintenance,Medium,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-3142,STU-076,HST-012,My stuff used without asking.,Roommate Issue,Guests,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-4098,STU-119,HST-031,TV volume too high in lounge.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,Acknowledged
CMP-2024-9327,STU-191,HST-074,Need permission to keep a bicycle inside.,Other,Room Change,Low,Review student request and respond within 48 hours.,Submitted
CMP-2026-9342,STU-077,HST-053,Security deposit not refunded after leaving.,Billing/Payment Dispute,Overcharging,High,Review charges with account; provide receipt.,Submitted
CMP-2025-8762,STU-096,HST-001,Roommate's friends hang out in our room all the time.,Roommate Issue,Personal Space,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-6013,STU-093,HST-059,My laptop was stolen from room.,Safety/Security,Security Guard,High,Investigate immediately; if serious call police.,Submitted
CMP-2025-8282,STU-193,HST-043,Cleaner shouted at me for no reason.,Staff Behavior,Security,High,Counsel the staff member; involve owner if repeated.,In Progress
CMP-2025-8660,STU-023,HST-013,Internet quota exhausted too quickly.,Other,Room Change,Low,Review student request and respond within 48 hours.,Submitted
CMP-2024-5351,STU-187,HST-052,Staff enters room without knocking.,Staff Behavior,Security,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-4731,STU-009,HST-007,Dustbins overflowing near corridor.,Cleanliness,Common Area,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2025-5096,STU-112,HST-022,Dustbins overflowing near corridor.,Cleanliness,Room Cleaning,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2025-5617,STU-196,HST-001,Security guard often missing after 10 PM.,Safety/Security,CCTV Issue,Low,Investigate immediately; if serious call police.,Submitted
CMP-2024-7512,STU-165,HST-055,Roommate uses my phone charger without permission.,Roommate Issue,Personal Space,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-8559,STU-166,HST-005,Talking loudly in corridor after quiet hours.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2026-1493,STU-006,HST-052,Constant arguments with roommate.,Roommate Issue,Cleanliness,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-6567,STU-054,HST-023,My stuff used without asking.,Roommate Issue,Noise,Medium,Mediate between roommates; offer room change if needed.,Acknowledged
CMP-2026-1527,STU-104,HST-073,TV volume too high in lounge.,Noise/Disturbance,Roommate Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2025-7247,STU-095,HST-023,"Repeatedly same menu, no variety.",Food Quality,Taste,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-5991,STU-130,HST-046,My roommate plays loud music after 11 PM.,Noise/Disturbance,Roommate Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-4058,STU-186,HST-041,Dustbins overflowing near corridor.,Cleanliness,Bathroom,Low,Schedule housekeeping to clean the area immediately.,Acknowledged
CMP-2025-1941,STU-125,HST-031,TV volume too high in lounge.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2026-7855,STU-080,HST-035,My stuff used without asking.,Roommate Issue,Cleanliness,Medium,Mediate between roommates; offer room change if needed.,Submitted
CMP-2026-8778,STU-189,HST-028,Security deposit not refunded after leaving.,Billing/Payment Dispute,Unexpected Fee,Low,Review charges with account; provide receipt.,Submitted
CMP-2024-8302,STU-101,HST-064,Oil used in cooking seems reused.,Food Quality,Hygiene,High,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-8580,STU-050,HST-003,Trash piled up near the entrance.,Cleanliness,Pest Control,Low,Schedule housekeeping to clean the area immediately.,In Progress
CMP-2025-7407,STU-142,HST-023,AC not cooling properly in Room 248.,Maintenance,Other Maintenance,Medium,Assign technician to fix the issue within 24 hours.,In Progress
CMP-2024-2565,STU-085,HST-016,Very little chicken/vegetables served.,Food Quality,Portion Size,Medium,Inspect kitchen and food storage; check hygiene.,Resolved
CMP-2026-4559,STU-094,HST-009,Security guard uses offensive language.,Staff Behavior,Warden,Medium,Counsel the staff member; involve owner if repeated.,Resolved
CMP-2025-8388,STU-145,HST-021,Security deposit not refunded after leaving.,Billing/Payment Dispute,Deposit Refund,Medium,Review charges with account; provide receipt.,In Progress
CMP-2026-8567,STU-170,HST-034,Very little chicken/vegetables served.,Food Quality,Hygiene,High,Inspect kitchen and food storage; check hygiene.,Acknowledged
CMP-2024-6359,STU-190,HST-064,Canteen staff not serving on time.,Staff Behavior,Cleaner,High,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-3297,STU-101,HST-047,Warden asking for extra money for repairs.,Billing/Payment Dispute,Deposit Refund,Medium,Review charges with account; provide receipt.,In Progress
CMP-2026-7403,STU-049,HST-057,Unexplained deduction from rent.,Billing/Payment Dispute,Deposit Refund,High,Review charges with account; provide receipt.,Submitted
CMP-2024-9721,STU-080,HST-027,Lunch rice was spoiled yesterday.,Food Quality,Spoilage/Poisoning,Medium,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2024-1076,STU-036,HST-059,Students shouting late at night in common room.,Noise/Disturbance,Roommate Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-1238,STU-047,HST-013,"Window latch broken, cannot close properly.",Maintenance,Furniture,High,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2026-2764,STU-056,HST-052,Roommate has guests late at night.,Roommate Issue,Noise,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-2734,STU-007,HST-061,Roommate smokes in the room.,Roommate Issue,Guests,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-2081,STU-106,HST-035,My stuff used without asking.,Roommate Issue,Guests,High,Mediate between roommates; offer room change if needed.,Submitted
CMP-2024-9784,STU-064,HST-068,My laptop was stolen from room.,Safety/Security,CCTV Issue,High,Investigate immediately; if serious call police.,Submitted
CMP-2026-3177,STU-027,HST-061,"Dal has a weird smell, looks old.",Food Quality,Hygiene,Low,Inspect kitchen and food storage; check hygiene.,Resolved
CMP-2025-7264,STU-185,HST-035,Constant arguments with roommate.,Roommate Issue,Noise,High,Mediate between roommates; offer room change if needed.,Resolved
CMP-2024-8020,STU-093,HST-055,Curfew time is too early for exam preparation.,Other,Suggestion,Low,Review student request and respond within 48 hours.,Submitted
CMP-2025-4348,STU-112,HST-015,My roommate plays loud music after 11 PM.,Noise/Disturbance,External Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-9533,STU-200,HST-009,Water leakage from ceiling during rain.,Maintenance,Electrical,High,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-5068,STU-199,HST-075,Warden is very rude when approached.,Staff Behavior,Cleaner,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-2146,STU-012,HST-010,TV volume too high in lounge.,Noise/Disturbance,External Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-4871,STU-155,HST-035,Construction noise from next building all day.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-5079,STU-139,HST-023,No place to dry clothes inside.,Other,General,Low,Review student request and respond within 48 hours.,Submitted
CMP-2025-7188,STU-016,HST-010,Emergency exit blocked with boxes.,Safety/Security,CCTV Issue,High,Investigate immediately; if serious call police.,Resolved
CMP-2025-1324,STU-046,HST-042,Canteen staff not wearing gloves.,Food Quality,Portion Size,Low,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2025-7233,STU-070,HST-068,Cook refuses to serve extra roti.,Staff Behavior,Security,High,Counsel the staff member; involve owner if repeated.,In Progress
CMP-2024-8688,STU-025,HST-008,Warden asking for extra money for repairs.,Billing/Payment Dispute,Deposit Refund,Medium,Review charges with account; provide receipt.,Submitted
CMP-2025-7812,STU-104,HST-048,Talking loudly in corridor after quiet hours.,Noise/Disturbance,Night Noise,Low,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-7304,STU-123,HST-049,Canteen staff not serving on time.,Staff Behavior,Cleaner,High,Counsel the staff member; involve owner if repeated.,In Progress
CMP-2026-7032,STU-194,HST-035,Hair found in food twice this week.,Food Quality,Taste,Medium,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-1462,STU-105,HST-056,"Geyser not working, no hot water.",Maintenance,Other Maintenance,High,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2026-3644,STU-100,HST-063,Oil used in cooking seems reused.,Food Quality,Hygiene,High,Inspect kitchen and food storage; check hygiene.,Acknowledged
CMP-2024-7929,STU-112,HST-005,AC not cooling properly in Room 297.,Maintenance,Plumbing,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2025-7743,STU-057,HST-024,Food is cold when served.,Food Quality,Portion Size,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-6047,STU-194,HST-027,Trash piled up near the entrance.,Cleanliness,Room Cleaning,Low,Schedule housekeeping to clean the area immediately.,Resolved
CMP-2025-5724,STU-102,HST-003,"Fan regulator broken, fan running at full speed.",Maintenance,Electrical,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-8383,STU-042,HST-026,Cleaner shouted at me for no reason.,Staff Behavior,Cook,High,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-8220,STU-016,HST-008,Talking loudly in corridor after quiet hours.,Noise/Disturbance,Night Noise,Low,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-4846,STU-043,HST-072,Dustbins overflowing near corridor.,Cleanliness,Bathroom,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2026-1685,STU-053,HST-017,Security deposit not refunded after leaving.,Billing/Payment Dispute,Deposit Refund,Low,Review charges with account; provide receipt.,Submitted
CMP-2025-8961,STU-008,HST-043,Rats in the kitchen area.,Cleanliness,Bathroom,Medium,Schedule housekeeping to clean the area immediately.,Resolved
CMP-2025-7528,STU-127,HST-049,Amount taken but no receipt provided.,Billing/Payment Dispute,Deposit Refund,Low,Review charges with account; provide receipt.,In Progress
CMP-2026-3275,STU-080,HST-027,Staff enters room without knocking.,Staff Behavior,Warden,Medium,Counsel the staff member; involve owner if repeated.,Acknowledged
CMP-2026-8785,STU-088,HST-040,AC not cooling properly in Room 372.,Maintenance,Door/Window,Medium,Assign technician to fix the issue within 24 hours.,Acknowledged
CMP-2024-6333,STU-120,HST-022,Internet quota exhausted too quickly.,Other,Curfew,High,Review student request and respond within 48 hours.,Submitted
CMP-2025-2645,STU-181,HST-042,Warden asking for extra money for repairs.,Billing/Payment Dispute,Overcharging,Low,Review charges with account; provide receipt.,Submitted
CMP-2024-3094,STU-141,HST-039,Security guard uses offensive language.,Staff Behavior,Cleaner,Low,Counsel the staff member; involve owner if repeated.,In Progress
CMP-2025-9858,STU-072,HST-007,Admin added maintenance fee without notice.,Billing/Payment Dispute,Overcharging,Low,Review charges with account; provide receipt.,Resolved
CMP-2024-3625,STU-116,HST-041,Talking loudly in corridor after quiet hours.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,Resolved
CMP-2026-3016,STU-130,HST-043,Roommate brings food and leaves plates for days.,Roommate Issue,Personal Space,Low,Mediate between roommates; offer room change if needed.,Resolved
CMP-2026-6623,STU-043,HST-057,"Dal has a weird smell, looks old.",Food Quality,Portion Size,Low,Inspect kitchen and food storage; check hygiene.,Acknowledged
CMP-2024-6574,STU-042,HST-028,Canteen staff not serving on time.,Staff Behavior,Security,High,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2026-1027,STU-162,HST-054,My roommate plays loud music after 11 PM.,Noise/Disturbance,External Noise,Low,Warn the noisy party and enforce quiet hours.,Resolved
